tweet_id,source,rating_numerator,rating_denominator,name,dog_stage,retweet_count,favorite_count,retweeted
857989990357356544,Twitter for iPhone,12,10,Rosie,doggo,2812,16952,False
857746408056729600,Twitter for iPhone,13,10,Thor,doggo,11524,36021,False
857263160327368704,Twitter for iPhone,13,10,Oscar,doggo,4934,21041,False
857029823797047296,Twitter for iPhone,12,10,Zeke,doggo,4364,19910,False
856543823941562368,Twitter for iPhone,12,10,Callie,doggo,3131,17135,False
856282028240666624,Twitter for iPhone,14,10,Cermet,doggo,6841,29086,False
854732716440526848,Twitter for iPhone,12,10,Marlee,doggo,6690,24188,False
854482394044301312,Twitter for iPhone,13,10,Arya,doggo,7608,31131,False
854365224396361728,Twitter for iPhone,13,10,Einstein,doggo,5159,20046,False
853760880890318849,Twitter for iPhone,12,10,Alice,doggo,6403,30414,False
853299958564483072,Twitter for iPhone,13,10,Rumpole,doggo,3928,16508,False
852912242202992640,Twitter for iPhone,12,10,Benny,doggo,2037,9658,False
852672615818899456,Twitter for iPhone,12,10,Aspen,doggo,2388,15939,False
852553447878664193,Twitter for iPhone,13,10,Jarod,doggo,3885,17492,False
852311364735569921,Twitter for iPhone,13,10,Wiggles,doggo,10961,35325,False
852226086759018497,Twitter Web Client,14,10,General,doggo,7570,21378,False
852189679701164033,Twitter for iPhone,12,10,Sailor,doggo,1741,12217,False
851464819735769094,Twitter for iPhone,14,10,Iggy,doggo,7855,25944,False
851224888060895234,Twitter for iPhone,13,10,Snoop,doggo,6350,22090,False
850753642995093505,Twitter for iPhone,11,10,Kyle,doggo,10352,33348,False
850380195714523136,Twitter for iPhone,13,10,Leo,doggo,2915,13994,False
850145622816686080,Twitter for iPhone,11,10,Riley,doggo,4244,17519,False
850019790995546112,Twitter for iPhone,12,10,Boomer,doggo,5459,21944,False
849412302885593088,Twitter for iPhone,12,10,Noosh,doggo,3487,17039,False
849051919805034497,Twitter for iPhone,13,10,Kevin,doggo,7396,32617,False
848324959059550208,Twitter for iPhone,12,10,Odin,doggo,4037,20229,False
848212111729840128,Twitter for iPhone,6,10,Jerry,doggo,3444,17618,False
847962785489326080,Twitter for iPhone,10,10,Georgie,doggo,5730,25296,False
847842811428974592,Twitter for iPhone,12,10,Rontu,doggo,1522,5935,False
847606175596138505,Twitter for iPhone,12,10,Cannon,doggo,3774,20208,False
847251039262605312,Twitter for iPhone,12,10,Furzey,doggo,4800,22036,False
847157206088847362,Twitter for iPhone,11,10,Daisy,doggo,6572,21588,False
846874817362120707,Twitter for iPhone,13,10,Tuck,doggo,4404,21685,False
846514051647705089,Twitter for iPhone,13,10,Barney,doggo,13076,48410,False
846153765933735936,Twitter for iPhone,13,10,Vixen,doggo,10226,34394,False
846042936437604353,Twitter for iPhone,12,10,Jarvis,doggo,3224,17256,False
845397057150107648,Twitter for iPhone,13,10,Mimosa,doggo,2072,8241,False
845306882940190720,Twitter for iPhone,12,10,Pickles,doggo,6039,25225,False
844973813909606400,Twitter for iPhone,12,10,Brady,doggo,3617,16361,False
844704788403113984,Twitter for iPhone,13,10,Luna,doggo,11633,42022,False
844580511645339650,Twitter for iPhone,11,10,Charlie,doggo,3533,17871,False
844223788422217728,Twitter for iPhone,12,10,Margo,doggo,2450,14753,False
843856843873095681,Twitter for iPhone,12,10,Sadie,doggo,5220,23211,False
843604394117681152,Twitter for iPhone,11,10,Hank,doggo,3081,18310,False
843235543001513987,Twitter for iPhone,13,10,Tycho,doggo,6852,23315,False
842846295480000512,Twitter for iPhone,13,10,Charlie,doggo,4023,16440,False
842765311967449089,Twitter for iPhone,12,10,Indie,doggo,1439,7321,False
842535590457499648,Twitter for iPhone,13,10,Winnie,doggo,3937,19637,False
842163532590374912,Twitter for iPhone,12,10,George,doggo,6568,26569,False
842115215311396866,Twitter for iPhone,12,10,Bentley,doggo,3386,15204,False
841680585030541313,Twitter for iPhone,12,10,Penny,doggo,8748,27854,False
841314665196081154,Twitter Web Client,13,10,Max,doggo,5312,17305,False
841077006473256960,Twitter for iPhone,12,10,Dawn,doggo,5991,24926,False
840632337062862849,Twitter for iPhone,12,10,Maddie,doggo,1972,9761,False
840268004936019968,Twitter for iPhone,12,10,Monty,doggo,6497,20950,False
839990271299457024,Twitter for iPhone,13,10,Sojourner,doggo,2597,14640,False
839549326359670784,Twitter for iPhone,12,10,Winston,doggo,8805,29957,False
839239871831150596,Twitter for iPhone,13,10,Odie,doggo,7422,29684,False
838921590096166913,Twitter for iPhone,13,10,Arlo,doggo,2357,12183,False
838561493054533637,Twitter for iPhone,13,10,Walter,doggo,1504,11892,False
838476387338051585,Twitter for iPhone,13,10,Stanley,doggo,5484,24664,False
838083903487373313,Twitter for iPhone,13,10,Daisy,doggo,3582,19183,False
837482249356513284,Twitter for iPhone,13,10,Waffles,doggo,495,4204,False
837471256429613056,Twitter for iPhone,12,10,Vincent,doggo,2631,13967,False
837366284874571778,Twitter for iPhone,13,10,Lucy,doggo,6005,23074,False
837110210464448512,Twitter for iPhone,13,10,Clark,doggo,2731,17480,False
836989968035819520,Twitter for iPhone,12,10,Mookie,doggo,2610,13879,False
836753516572119041,Twitter for iPhone,12,10,Meera,doggo,5237,21029,False
836677758902222849,Twitter for iPhone,11,10,Oliver,doggo,2522,13782,False
836380477523124226,Twitter for iPhone,12,10,Ava,doggo,3337,16037,False
836260088725786625,Twitter for iPhone,13,10,Lucy,doggo,4850,23177,False
835574547218894849,Twitter for iPhone,11,10,Eli,doggo,4121,19447,False
835297930240217089,Twitter for iPhone,12,10,Ash,doggo,3381,17847,False
835264098648616962,Twitter for iPhone,12,10,Lola,doggo,1939,8503,False
834931633769889797,Twitter for iPhone,12,10,Tucker,doggo,1878,11838,False
834786237630337024,Twitter for iPhone,13,10,Tobi,doggo,6159,22943,False
834458053273591808,Twitter for iPhone,12,10,Chester,doggo,1899,10512,False
834209720923721728,Twitter for iPhone,12,10,Wilson,doggo,5476,22594,False
834167344700198914,Twitter for iPhone,11,10,Sunshine,doggo,4130,17194,False
834086379323871233,Twitter for iPhone,12,10,Lipton,doggo,2512,14296,False
833863086058651648,Twitter for iPhone,12,10,Bentley,doggo,2729,14661,False
833826103416520705,Twitter for iPhone,13,10,Charlie,doggo,3904,16728,False
833722901757046785,Twitter for iPhone,13,10,Bronte,doggo,3636,22585,False
833479644947025920,Twitter for iPhone,13,10,Poppy,doggo,2357,16258,False
833124694597443584,Twitter for iPhone,12,10,Gidget,doggo,5513,22133,False
832998151111966721,Twitter for iPhone,13,10,Rhino,doggo,2522,14549,False
832757312314028032,Twitter for iPhone,13,10,Willow,doggo,4127,18423,False
832636094638288896,Twitter for iPhone,12,10,Orion,doggo,3220,17379,False
832397543355072512,Twitter for iPhone,12,10,Eevee,doggo,2548,13126,False
832369877331693569,Twitter for iPhone,11,10,Charlie,doggo,3652,18792,False
832273440279240704,Twitter for iPhone,14,10,Smiley,doggo,2673,12385,False
832032802820481025,Twitter for iPhone,12,10,Miguel,doggo,4746,13887,False
831939777352105988,Twitter for iPhone,12,10,Emanuel,doggo,7031,26404,False
831911600680497154,Twitter for iPhone,14,10,Kuyu,doggo,7458,30380,False
831670449226514432,Twitter for iPhone,13,10,Daisy,doggo,2059,11469,False
831552930092285952,Twitter for iPhone,13,10,Dutch,doggo,2632,9872,False
831322785565769729,Twitter for iPhone,12,10,Pete,doggo,1744,10042,False
831309418084069378,Twitter for iPhone,12,10,Scooter,doggo,2786,12819,False
831262627380748289,Twitter for iPhone,12,10,Tucker,doggo,2350,13066,False
830956169170665475,Twitter for iPhone,12,10,Reggie,doggo,1735,8735,False
830583320585068544,Twitter for iPhone,13,10,Lilly,doggo,19297,73397,False
830097400375152640,Twitter for iPhone,13,10,Samson,doggo,3455,10804,False
829861396166877184,Twitter for iPhone,12,10,Mia,doggo,2243,13441,False
829501995190984704,Twitter for iPhone,12,10,Leo,doggo,12224,34913,False
829374341691346946,Twitter for iPhone,13,10,Astrid,doggo,10706,38074,False
829141528400556032,Twitter for iPhone,12,10,Malcolm,doggo,8530,26952,False
829011960981237760,Twitter for iPhone,13,10,Dexter,doggo,18627,58302,False
828770345708580865,Twitter for iPhone,13,10,Alfie,doggo,6746,28085,False
828708714936930305,Twitter for iPhone,10,10,Fiona,doggo,12882,40241,False
828409743546925057,Twitter for iPhone,12,10,Mutt,doggo,1305,6898,False
828408677031882754,Twitter for iPhone,12,10,Bear,doggo,1477,8398,False
828381636999917570,Twitter for iPhone,14,10,Doobert,doggo,2554,13864,False
828376505180889089,Twitter for iPhone,13,10,Beebop,doggo,1216,8112,False
828372645993398273,Twitter for iPhone,12,10,Alexander,doggo,3344,13756,False
828046555563323392,Twitter for iPhone,13,10,Sailer,doggo,3260,12923,False
828011680017821696,Twitter for iPhone,11,10,Brutus,doggo,2451,11411,False
827933404142436356,Twitter for iPhone,12,10,Kona,doggo,5987,22180,False
827653905312006145,Twitter for iPhone,12,10,Boots,doggo,3433,16983,False
827600520311402496,Twitter for iPhone,13,10,Tucker,doggo,1082,8143,False
827324948884643840,Twitter for iPhone,12,10,Ralphie,doggo,3510,17523,False
827199976799354881,Twitter for iPhone,13,10,Charlie,doggo,2579,11659,False
826958653328592898,Twitter for iPhone,12,10,Loki,doggo,5757,23767,False
826848821049180160,Twitter for iPhone,13,10,Cupid,doggo,11878,40325,False
826598365270007810,Twitter for iPhone,13,10,Pawnd,doggo,2709,11117,False
826476773533745153,Twitter for iPhone,12,10,Pilot,doggo,4821,20275,False
826115272272650244,Twitter for iPhone,13,10,Ike,doggo,3599,17299,False
825876512159186944,Twitter for iPhone,11,10,Mo,doggo,2146,11525,False
825829644528148480,Twitter for iPhone,12,10,Toby,doggo,2848,14025,False
825147591692263424,Twitter for iPhone,13,10,Sweet,doggo,5244,20181,False
825026590719483904,Twitter for iPhone,12,10,Pablo,doggo,1483,7020,False
824775126675836928,Twitter for iPhone,12,10,Scooter,doggo,4069,16508,False
824663926340194305,Twitter for iPhone,13,10,Wilson,doggo,1993,11113,False
824297048279236611,Twitter for iPhone,11,10,Nala,doggo,4463,16625,False
823939628516474880,Twitter for iPhone,12,10,Cash,doggo,3123,11755,False
823699002998870016,Twitter for iPhone,12,10,Winston,doggo,2772,13826,False
823581115634085888,Twitter for iPhone,11,10,Crawford,doggo,3031,14376,False
823322678127919110,Twitter for iPhone,11,10,Wyatt,doggo,4637,17437,False
822975315408461824,Twitter for iPhone,12,10,Albus,doggo,3958,19139,False
822859134160621569,Twitter for iPhone,12,10,Hobbes,doggo,2622,14576,False
822489057087389700,Twitter for iPhone,13,10,Paisley,doggo,7390,20083,False
822462944365645825,Twitter for iPhone,14,10,Gabe,doggo,17209,31800,False
821886076407029760,Twitter for iPhone,13,10,Jimison,doggo,2692,12582,False
821765923262631936,Twitter for iPhone,13,10,Duchess,doggo,1899,9317,False
821522889702862852,Twitter for iPhone,13,10,Harlso,doggo,2030,8871,False
821407182352777218,Twitter for iPhone,14,10,Sundance,doggo,5053,13075,False
821149554670182400,Twitter for iPhone,12,10,Luca,doggo,2320,9718,False
821044531881721856,Twitter for iPhone,12,10,Flash,doggo,2636,14021,False
820749716845686786,Twitter for iPhone,13,10,Sunny,doggo,11525,34984,False
819952236453363712,Twitter for iPhone,13,10,Oliver,doggo,1369,5927,False
819711362133872643,Twitter for iPhone,11,10,Howie,doggo,3604,14916,False
819588359383371776,Twitter for iPhone,13,10,Jazzy,doggo,2271,10606,False
819347104292290561,Twitter for iPhone,12,10,Anna,doggo,1383,8008,False
819227688460238848,Twitter for iPhone,12,10,Finn,doggo,7733,25652,False
819006400881917954,Twitter for iPhone,14,10,Sunny,doggo,21794,49960,False
819004803107983360,Twitter for iPhone,14,10,Bo,doggo,42228,95450,False
818627210458333184,Twitter for iPhone,13,10,Wafer,doggo,8564,24597,False
818614493328580609,Twitter for iPhone,12,10,Bear,doggo,2982,10971,False
818536468981415936,Twitter for iPhone,11,10,Tom,doggo,2873,12127,False
818259473185828864,Twitter for iPhone,12,10,Florence,doggo,2621,12197,False
818145370475810820,Twitter for iPhone,11,10,Autumn,doggo,3014,13671,False
817827839487737858,Twitter for iPhone,13,10,Buddy,doggo,31314,57622,False
817777686764523521,Twitter for iPhone,13,10,Dido,doggo,3084,11901,False
817536400337801217,Twitter for iPhone,12,10,Eugene,doggo,3505,13105,False
817423860136083457,Twitter for iPhone,13,10,Ken,doggo,17504,38260,False
817415592588222464,Twitter for iPhone,11,10,Strudel,doggo,1131,6267,False
817171292965273600,Twitter for iPhone,13,10,Tebow,doggo,2326,9690,False
817056546584727552,Twitter for iPhone,11,10,Chloe,doggo,1927,9517,False
816816676327063552,Twitter for iPhone,12,10,Timber,doggo,2361,11071,False
816697700272001025,Twitter for iPhone,12,10,Binky,doggo,2545,10905,False
816450570814898180,Twitter for iPhone,13,10,Moose,doggo,9366,33961,False
816336735214911488,Twitter for iPhone,11,10,Dudley,doggo,2269,9564,False
816091915477250048,Twitter for iPhone,12,10,Comet,doggo,2500,9927,False
815990720817401858,Twitter for iPhone,11,10,Jack,doggo,1207,5545,False
815736392542261248,Twitter for iPhone,11,10,Akumi,doggo,2625,10937,False
815639385530101762,Twitter for iPhone,12,10,Titan,doggo,1918,9161,False
814986499976527872,Twitter for iPhone,11,10,Cooper,doggo,1505,8485,False
814638523311648768,Twitter for iPhone,12,10,Olivia,doggo,3130,12511,False
814530161257443328,Twitter for iPhone,12,10,Alf,doggo,2156,9629,False
814153002265309185,Twitter for iPhone,12,10,Oshie,doggo,10080,32000,False
813910438903693312,Twitter for iPhone,11,10,Chubbs,doggo,2194,10342,False
813812741911748608,Twitter for iPhone,14,10,Gary,doggo,16267,40402,False
813800681631023104,Twitter for iPhone,12,10,Sky,doggo,2060,9300,False
813217897535406080,Twitter for iPhone,13,10,Atlas,doggo,8476,20783,False
813172488309972993,Twitter for iPhone,12,10,Eleanor,doggo,2236,10384,False
813157409116065792,Twitter for iPhone,12,10,Layla,doggo,2557,8588,False
813112105746448384,Twitter for iPhone,12,10,Toby,doggo,3225,11515,False
813096984823349248,Twitter for iPhone,11,10,Rocky,doggo,4207,11694,False
813081950185472002,Twitter for iPhone,11,10,Baron,doggo,3220,10989,False
813066809284972545,Twitter for iPhone,12,10,Tyr,doggo,2276,8865,False
813051746834595840,Twitter for iPhone,13,10,Bauer,doggo,8503,23337,False
812781120811126785,Twitter for iPhone,10,10,Swagger,doggo,2191,8380,False
812709060537683968,Twitter for iPhone,12,10,Brandi,doggo,1665,7373,False
812466873996607488,Twitter for iPhone,12,10,Mary,doggo,2231,8900,False
812372279581671427,Twitter for iPhone,13,10,Moe,doggo,4252,15224,False
811985624773361665,Twitter for iPhone,11,10,Ted,doggo,1647,8102,False
811744202451197953,Twitter for iPhone,13,10,Halo,doggo,1884,8429,False
811627233043480576,Twitter for iPhone,10,10,Augie,doggo,3650,14265,False
811386762094317568,Twitter for iPhone,11,10,Craig,doggo,7444,23302,False
810984652412424192,Twitter for iPhone,24,7,Sam,doggo,1655,5927,False
810896069567610880,Twitter for iPhone,11,10,Hunter,doggo,2090,10093,False
810657578271330305,Twitter for iPhone,11,10,Pavlov,doggo,3057,12192,False
810284430598270976,Twitter for iPhone,13,10,Phil,doggo,13369,39640,False
810254108431155201,Twitter for iPhone,12,10,Gus,doggo,3901,16380,False
809220051211603969,Twitter for iPhone,12,10,Kyro,doggo,6554,22246,False
809084759137812480,Twitter for iPhone,11,10,Wallace,doggo,4046,14685,False
808838249661788160,Twitter for iPhone,13,10,Ito,doggo,3536,11271,False
808501579447930884,Twitter for iPhone,12,10,Koda,doggo,3007,12595,False
808344865868283904,Vine-Make a Scene,11,10,Seamus,doggo,24069,47281,False
808001312164028416,Twitter for iPhone,12,10,Cooper,doggo,4098,14015,False
807621403335917568,Twitter for iPhone,14,10,Ollie,doggo,4288,16236,False
807106840509214720,Twitter for iPhone,13,10,Stephan,doggo,56625,107015,False
807010152071229440,Twitter for iPhone,12,10,Lennon,doggo,4418,14514,False
806542213899489280,Twitter for iPhone,11,10,Waffles,doggo,2752,11363,False
805932879469572096,Twitter for iPhone,12,10,Major,doggo,2209,9178,False
805826884734976000,Twitter for iPhone,12,10,Duke,doggo,2132,7335,False
805520635690676224,Twitter for iPhone,13,10,Zeke,doggo,1905,6368,False
805487436403003392,Twitter for iPhone,12,10,Sansa,doggo,2929,9773,False
805207613751304193,Twitter for iPhone,12,10,Shooter,doggo,1972,8680,False
804738756058218496,Twitter for iPhone,12,10,Django,doggo,4480,15326,False
804026241225523202,Twitter for iPhone,13,10,Bo,doggo,18876,49774,False
803773340896923648,Twitter for iPhone,12,10,Diogi,doggo,3220,11203,False
803380650405482500,Twitter for iPhone,12,10,Sonny,doggo,2169,8601,False
803276597545603072,Twitter for iPhone,11,10,Winston,doggo,2887,11207,False
802952499103731712,Twitter for iPhone,12,10,Marley,doggo,2336,10085,False
802600418706604034,Vine-Make a Scene,11,10,Bailey,doggo,1714,7938,False
802572683846291456,Twitter for iPhone,12,10,Winnie,doggo,2926,9959,False
802323869084381190,Twitter for iPhone,13,10,Severus,doggo,6808,18124,False
802239329049477120,Twitter for iPhone,12,10,Loki,doggo,3040,10132,False
801958328846974976,Twitter for iPhone,12,10,Ronnie,doggo,1992,8608,False
801538201127157760,Twitter for iPhone,12,10,Wallace,doggo,2391,9141,False
801167903437357056,Twitter for iPhone,13,10,Milo,doggo,6961,27386,False
801115127852503040,Twitter for iPhone,12,10,Bones,doggo,2429,8992,False
800751577355128832,Twitter for iPhone,12,10,Mauve,doggo,3214,11701,False
800513324630806528,Twitter for iPhone,11,10,Chef,doggo,3495,14685,False
800388270626521089,Twitter for iPhone,12,10,Doc,doggo,3265,12456,False
800141422401830912,Twitter for iPhone,13,10,Peaches,doggo,2980,17092,False
799757965289017345,Twitter for iPhone,13,10,Sobe,doggo,2506,9390,False
799422933579902976,Twitter for iPhone,12,10,Longfellow,doggo,2213,8965,False
799297110730567681,Twitter for iPhone,11,10,Jeffrey,doggo,3227,11065,False
799063482566066176,Twitter for iPhone,11,10,Mister,doggo,2863,9058,False
798933969379225600,Twitter for iPhone,12,10,Iroh,doggo,5203,14712,False
798925684722855936,Twitter for iPhone,11,10,Shadow,doggo,1663,8246,False
798209839306514432,Twitter for iPhone,13,10,Cooper,doggo,2954,11548,False
797545162159308800,Twitter for iPhone,12,10,Cassie,doggo,5656,16198,False
797236660651966464,Twitter for iPhone,12,10,Pancake,doggo,7726,22328,False
796865951799083009,Twitter for iPhone,12,10,Tyr,doggo,2198,8564,False
796759840936919040,Twitter for iPhone,11,10,Romeo,doggo,3562,13256,False
796387464403357696,Twitter for iPhone,12,10,Snicku,doggo,4861,12334,False
796149749086875649,Twitter for iPhone,11,10,Ruby,doggo,16628,36177,False
796080075804475393,Twitter for iPhone,12,10,Yogi,doggo,2703,9469,False
796031486298386433,Twitter for iPhone,13,10,Daisy,doggo,4284,12071,False
795400264262053889,Twitter for iPhone,12,10,Brody,doggo,3323,11270,False
795076730285391872,Twitter for iPhone,11,10,Bailey,doggo,6288,18139,False
794926597468000259,Twitter for iPhone,12,10,Mack,doggo,2697,11492,False
794332329137291264,Twitter for iPhone,12,10,Nimbus,doggo,3088,10686,False
794205286408003585,Twitter for iPhone,14,10,Laika,doggo,3895,10314,False
793962221541933056,Twitter for iPhone,12,10,Maximus,doggo,5711,18910,False
793845145112371200,Twitter for iPhone,13,10,Clark,doggo,2187,10295,False
793601777308463104,Twitter for iPhone,12,10,Dobby,doggo,1908,8926,False
